customer_age,customer_tenure_days,previous_transactions,previous_success_rate,previous_failures,amount,event_type,payment_method,failure_reason,attempts,hours_since_event,checkout_intent,engagement_score,is_repeat_customer,action,recovered,recovered_amount,time_to_recovery_hours,potential_no_action_recovery,potential_no_action_probability,potential_retry_recovery,potential_retry_probability,potential_payment_update_recovery,potential_payment_update_probability,potential_reminder_recovery,potential_reminder_probability,potential_personalized_offer_recovery,potential_personalized_offer_probability
38,1030,15,0.8382970358323925,2,1498.21,payment_failure,upi,technical_failure,2,3.48353158566838,0.7435244544803924,0.582574553249123,1,payment_update,1,1043.4404762610457,3.761208632199714,775.0597076431482,0.5763467450864708,1070.341649162217,0.7871438019037398,1043.4404762610457,0.7325882374316725,977.7442934512446,0.7345882415295919,1016.8139890773701,0.7881619129634643
50,447,19,0.8560906105815747,3,3156.07,overdue_invoice,card,insufficient_funds,1,30.304269269410867,0.6486558193317172,0.7202904271560142,1,retry,0,0.0,,1863.253877466153,0.6125342433879526,2190.166172338515,0.7227166589154781,2101.7391465549413,0.7609649988375194,2486.2272183999244,0.7916676304543608,2363.428906158861,0.816181858760718
29,425,14,0.9001285544598278,1,2290.41,payment_failure,card,authentication_failure,2,26.07775835662168,0.7441647286320001,0.9633291808691808,1,personalized_offer,1,1948.7921435677526,1.603861029273355,1270.0854241118582,0.6454415494991493,1590.735444093564,0.7500842067072354,1639.1675779779189,0.7856769828156199,1619.1836623843717,0.7874326722044831,1948.7921435677526,0.8529141581231792
39,60,9,0.8548429721773908,1,849.95,checkout_abandonment,card,unknown,2,3.7190427175143146,0.47780882850178635,0.6069150372071447,0,reminder,1,421.9316122986139,26.126632156465924,326.68975461192883,0.42807126224341063,446.92704339026335,0.5523759761406105,465.50258194545603,0.601153884713795,421.9316122986139,0.5811530023952518,503.88572210948985,0.6561951312467847
61,112,13,0.9730552021538837,0,7322.64,payment_failure,upi,technical_failure,2,18.902011521065305,0.8233503570482292,0.8603078047066712,1,no_action,1,4252.503519483895,1.6049132451458017,4252.503519483895,0.6805520380569274,5510.455607341419,0.8527468989083439,5302.269891026714,0.8109676350532223,5750.348818035686,0.8167501223714574,5911.448382774583,0.869601297814658
42,146,9,0.7087354097146793,3,4772.43,subscription_failure,upi,unknown,2,13.262986464077173,0.8214987407635232,0.8621543060024193,1,personalized_offer,0,0.0,,2640.3318743853956,0.5892906606834594,3218.7551128365753,0.7428880529811244,3527.0828776845656,0.7792040164090362,3266.9030574015283,0.7499898848880904,3671.754627624918,0.8179239831827351
44,335,13,0.7700329335220415,3,1030.0,payment_failure,upi,authentication_failure,1,13.73243198335811,0.5177775999177027,0.7270331334622981,1,reminder,0,0.0,,532.6547051370218,0.5657599550499759,637.3355788295806,0.7240363412554354,645.8127786562043,0.7240363412554353,728.405528251213,0.7100845174041358,695.205764310684,0.7791498433957867
59,658,17,0.7691614811150901,4,1551.66,checkout_abandonment,upi,expired_card,3,16.486220929180487,0.8047976477130944,0.4973708491911085,1,no_action,1,693.3796488805508,18.89710204229196,693.3796488805508,0.47038504388031405,936.4980697435672,0.6413897947721143,1088.5310600211901,0.7467590855187469,921.2624447308021,0.6486431927972959,986.2670215131915,0.7051178134048354
45,309,16,0.9893103425488564,0,572.45,checkout_abandonment,wallet,authentication_failure,3,5.3594402896676385,0.3574190787925934,0.6884524674101339,1,no_action,0,0.0,,239.39311845235966,0.4875081768407382,335.2503130634859,0.6106445376798858,348.7775236657785,0.657015489539145,332.527134509615,0.628343974982788,390.3577411620521,0.7073667218001986
33,68,12,0.7348414503857389,3,1137.24,payment_failure,upi,authentication_failure,1,13.537655663409952,0.7672357770795474,0.36098937941640935,0,no_action,0,0.0,,516.9543872108197,0.4602860583376879,615.4009661381868,0.6320005685650686,688.0501159145812,0.6320005685650686,665.5753998730532,0.636300144489155,735.1986304371437,0.6825196487673695
32,290,17,0.6508178107914054,6,1747.9,overdue_invoice,card,unknown,1,35.0792964167059,0.8584702317021173,0.5417142416217222,1,retry,1,999.5747987710039,13.543707034797663,841.3551311035119,0.548249555559299,999.5747987710039,0.6667674330028579,1150.0004396192262,0.7096326638217466,1305.1615991384717,0.7584252407099668,1313.5179401603802,0.7716809914053253
64,89,9,0.7633886632125395,2,348.84,subscription_failure,upi,bank_decline,3,35.40133063165516,0.4953315080467151,0.5678028565875576,0,no_action,0,0.0,,98.10755731827504,0.298075749056296,149.12522679198142,0.460960164099747,175.22548993394366,0.5108788208783334,139.7260472675877,0.4419845261687179,164.47474751432134,0.5173037736782095
61,696,10,0.679415888381677,3,1376.29,checkout_abandonment,upi,authentication_failure,0,16.386055897135748,0.4451114072966105,0.502798664901774,1,reminder,1,798.237083362175,11.400589625503956,713.7525810434406,0.5242301613039855,843.9539111967497,0.6893316631374888,884.9741196730415,0.6893316631374888,798.237083362175,0.6688050891304976,952.7552693771638,0.7274353925446343
20,92,10,0.8230214889717112,2,2057.72,subscription_failure,card,bank_decline,1,4.964387011172965,0.6272838674543219,0.5378035314313032,1,reminder,1,1368.7109366981606,25.857999593464566,1206.6350589358303,0.5895892272799979,1389.890973383861,0.7031341878363145,1459.7739832354953,0.7794162028840863,1368.7109366981606,0.7372679843148667,1573.1683537777003,0.7884444095523228
54,330,16,0.7456319602354481,4,2527.01,subscription_failure,wallet,technical_failure,0,13.338603071598099,0.6987799637341777,0.73710356527583,1,no_action,1,1521.0088020361095,64.87784738809874,1521.0088020361095,0.6647777285541592,1906.9868057614515,0.8152752539718773,1894.5974297513303,0.8298633249177816,1777.6063897541546,0.7988676150117405,1992.274456412688,0.8505770782706268
24,592,14,0.9438984421375889,1,770.86,subscription_failure,card,expired_card,0,1.312104938758601,0.7519852281334706,0.29550619629227814,1,reminder,1,611.7220216829828,25.262187014447065,470.0612397522962,0.6829291111375224,550.8099853055708,0.7802743199602907,603.5397188379401,0.8972712036189131,611.7220216829828,0.8146421295390847,559.0233026701162,0.8403807455052196
38,130,9,0.9115787673503646,1,1970.75,checkout_abandonment,netbanking,bank_decline,0,13.810176209729667,0.6017579499677529,0.5847005259680268,1,no_action,0,0.0,,1227.0151154661166,0.6724240677848956,1408.795949697805,0.7719173308111296,1552.181140841771,0.8052081577762799,1474.4713668074173,0.7989564030248428,1626.540520941668,0.8433775919361609
26,40,5,0.9434106638054153,0,760.47,subscription_failure,upi,unknown,0,20.695949121190335,0.6413390803197623,0.27354214944867244,0,personalized_offer,1,477.49665550741196,5.221919115303092,405.6812604774077,0.544949325515878,470.9445685478399,0.7068810744684406,538.3536735034063,0.746547728554199,462.96868053452135,0.7015631789549162,477.49665550741196,0.7373233271946616
56,415,13,0.6389731872662837,5,2240.85,overdue_invoice,upi,bank_decline,1,1.0124433729266544,0.40125987083692605,0.6140009769540006,1,payment_update,0,0.0,,963.7101502754982,0.47499126709520056,1407.8772597936213,0.6456291999149188,1439.0762654102712,0.6456291999149188,1307.3075992192244,0.6660386595348476,1324.913900149133,0.6933568002928733
35,28,10,0.8053919999673217,2,784.05,checkout_abandonment,upi,unknown,1,3.537819205683178,0.6528098718498793,0.7026604507982982,0,reminder,1,538.0336369313271,4.2549697136110485,383.74833313534623,0.5377175423446274,529.8855706748358,0.7008098611420498,543.810375581825,0.7008098611420497,538.0336369313271,0.6962789690203472,584.1921935845942,0.7645996110537873
21,444,15,0.9619711631019205,1,855.52,overdue_invoice,netbanking,technical_failure,2,3.22844342816464,0.8229352315404296,0.36146638017671245,1,payment_update,0,0.0,,463.3126326360297,0.6028641584076688,606.5608610130117,0.7716080536639804,609.4732941101028,0.7535086326312295,619.4054325480059,0.79501771451805,584.6922855745345,0.7955777095868082
42,701,17,0.7883296774144642,4,673.96,checkout_abandonment,upi,technical_failure,0,27.943835090179753,0.7305457248921039,0.9119443758889426,1,reminder,1,486.66345979366986,16.08035314217656,412.83405670716246,0.7015655666308407,553.598177262735,0.8646854939378246,480.83000854806176,0.8256007520668222,486.66345979366986,0.8264186486346258,556.6702404532713,0.8796061262460921
31,200,15,0.9382081525510053,1,1214.19,payment_failure,upi,insufficient_funds,1,10.209711481590501,0.6143720296981883,0.5496314717202153,1,reminder,0,0.0,,677.747674877996,0.6261180666205963,892.2943773339814,0.7712881097551798,845.9414645951459,0.7712881097551798,918.5650254373472,0.7650609000420895,950.2229334137584,0.8130213748645109
26,336,16,0.9688099104636508,0,4535.93,payment_failure,card,authentication_failure,2,15.675755968331416,0.7954314962123983,0.5139501232722631,1,no_action,1,2392.8104672677055,55.24774502937646,2392.8104672677055,0.6125044448993893,3161.4052322182624,0.7226914978870156,3230.3535694457987,0.7609421604829955,3448.9530031775757,0.7660702188031859,3673.8757342320264,0.8103154703605122
43,1321,12,0.8036471201764875,2,1270.71,subscription_failure,upi,technical_failure,4,4.62461374954324,0.7214416729231431,0.5995970349347732,1,retry,0,0.0,,536.0496693741939,0.43437472723937853,813.158823155873,0.6761152466400877,792.1471085839542,0.6538432171858917,662.0097535264538,0.6078968755481936,766.8205176827597,0.6774870412244853
19,319,5,0.8503363390039933,1,353.04,overdue_invoice,card,expired_card,0,15.388414392499506,0.5206734156118806,0.7040114573533037,1,reminder,1,255.99731052773092,41.11596970520448,212.00393458764373,0.6501152848425806,244.969582428477,0.7539044931943514,284.986441982061,0.8605116409410634,255.99731052773092,0.810272486208863,286.819036495075,0.8330435054070967
37,2836,8,0.842213734843829,1,439.74,payment_failure,card,expired_card,2,7.879624286505361,0.6303539672765855,0.2471090854339091,1,retry,0,0.0,,191.08364703453174,0.47482642436818395,233.39390100919746,0.5985003592589629,296.95619415941457,0.7501140197849956,279.7840538356252,0.6387272647666414,277.802569394406,0.6763767715186892
45,86,10,0.46899290655417847,5,1719.24,subscription_failure,netbanking,unknown,0,12.03365975167286,0.537003248542534,0.5064963706439234,0,personalized_offer,1,950.3613213871141,15.745551065241411,598.2505032550833,0.3860660267472286,847.2149172299718,0.509029273702404,1040.925770807205,0.6073343607103854,913.0273294378148,0.543408484511087,950.3613213871141,0.6105965659397672
64,618,14,0.8693750521765803,2,2483.85,overdue_invoice,upi,authentication_failure,1,39.208857303511664,0.9133655432515542,0.7760757919464548,1,reminder,1,1896.0266224344746,12.932517420286393,1610.7825864159147,0.6836330511014589,1943.8612871235034,0.8131361869547717,1886.2816115528694,0.8131361869547717,1896.0266224344746,0.8507120188666948,2055.981657460888,0.8704517022680192
24,529,12,0.8906788917229856,1,1907.87,payment_failure,card,unknown,1,17.45549374719285,0.8845961603420311,0.7653790946943191,1,no_action,1,1291.7255560530227,11.31875144774633,1291.7255560530227,0.7054044255990668,1341.926400679913,0.7978914788379449,1464.6395562148787,0.8282347358401616,1360.9450064246255,0.8365496319031025,1448.3354211838484,0.8802393083203144
61,1030,17,0.5953471451965927,7,2380.63,payment_failure,card,bank_decline,1,4.21376664531138,0.5020682295574743,0.6482839437587042,1,personalized_offer,1,1529.9162405393292,7.03930706186749,1042.9912330682703,0.48809944960660917,1310.8483035314653,0.6112070437840821,1433.8976312788407,0.6575485726997574,1307.9571103635071,0.6406330201062131,1529.9162405393292,0.7134752550450456
25,49,13,0.9068338726339596,1,1314.78,overdue_invoice,netbanking,unknown,1,7.380666476890628,0.7233106932332588,0.3564471153950785,0,reminder,1,824.5330402835298,3.2823922949528797,658.7701633206531,0.5236898291989325,733.4912064298541,0.644472675983207,778.698491611521,0.6888675515115409,824.5330402835298,0.7306630204305921,872.3978481980839,0.7319232567108089
64,165,14,0.8004701057749207,3,308.57,subscription_failure,card,unknown,0,14.080853898554835,0.42066861443827935,0.31600612300454833,1,no_action,0,0.0,,141.25537722611477,0.5314305705341875,200.78515924854412,0.6515565572008954,214.9106538159206,0.7361179758348287,194.1387824489615,0.6732941955126001,191.2035737817367,0.716769104289731
52,71,16,0.7711811758101128,4,2135.21,overdue_invoice,wallet,expired_card,0,2.4947908026724237,0.8093001055970198,0.9270890485066919,0,reminder,1,1666.7842449893437,2.900637103653389,1399.919588336607,0.6689228455553387,1513.6334995788338,0.7691143838280025,1731.638535062739,0.8702665160314618,1666.7842449893437,0.8370679925439938,1820.6628062421405,0.8661041529391924
31,1353,13,0.9474801543173753,1,314.66,payment_failure,netbanking,unknown,0,9.674398535346407,0.6724332571772561,0.9178467017453823,1,retry,1,250.81665795690793,17.438018181987808,231.8153378087942,0.7579641436146458,250.81665795690793,0.8377457628337983,250.13299099493292,0.8631319435357588,265.67935812203456,0.8613922338141262,257.95856971535954,0.9055454631267759
34,279,13,0.5708813256489678,6,622.58,overdue_invoice,upi,bank_decline,2,13.484205343931116,0.6047814943697956,0.8244504998280314,1,payment_update,1,374.0078667167525,12.779755610390897,290.93718262366383,0.46774713113793576,365.0176290572027,0.6389498585461098,374.0078667167525,0.6389498585461098,387.2564543950356,0.6753498388418177,383.6299518612454,0.7174856874088591
53,1205,10,0.869091487112494,1,1464.3,payment_failure,card,technical_failure,2,4.65991316343756,0.7007359764741061,0.5165565722081025,1,personalized_offer,1,1113.4244024369793,15.975571757574357,762.103303894829,0.5624968542228908,992.1484498959076,0.7410247724897112,924.3147015872646,0.721376874081149,998.2535782719734,0.7204226866648927,1113.4244024369793,0.7717369509952657
57,175,9,0.6758825302312178,3,6148.59,subscription_failure,card,authentication_failure,0,7.809389409874449,0.7001250835028675,0.7053066447759048,1,no_action,0,0.0,,3407.0465243160447,0.6403187804748283,4155.104644814252,0.7458780810686252,4592.7898558725265,0.8140808841141287,4303.801590763721,0.7810493182114249,4883.645092502741,0.8346445010923705
21,68,11,0.845558126347176,2,3044.4,overdue_invoice,netbanking,authentication_failure,0,0.1247941541052385,0.6778181334876476,0.40992482475183173,0,no_action,0,0.0,,1714.342131240276,0.568518406659666,2075.8064183011584,0.6847761203958713,1986.5185422453505,0.7262758070861237,2161.153696200075,0.76188560036569,2275.466074000835,0.7672993606261661
19,176,7,0.9451645935623145,0,1055.44,payment_failure,upi,bank_decline,0,22.93145203994712,0.6599396517347311,0.7820571215203507,1,retry,1,788.2322433310374,1.547176330455492,703.1790188977443,0.7209513266075974,788.2322433310374,0.8387809250017484,793.9356574906233,0.8387809250017484,813.7038300046067,0.8361921424839247,817.1494472383126,0.8818419956230635
23,455,11,0.9212588130663548,1,5815.0,payment_failure,upi,technical_failure,1,23.754683780321393,0.6882001753262402,0.7892748478695749,1,personalized_offer,0,0.0,,3684.3763903685076,0.6667852278090555,4576.5764962425455,0.8447076016535982,4506.2468567250635,0.8011792043452695,4384.442112016935,0.7997208866210936,4433.150586250467,0.8539409114223503
59,933,15,0.8617838678183501,2,2064.81,subscription_failure,card,technical_failure,3,13.101654098356061,0.8785892474985669,0.6648525448329259,1,payment_update,1,1340.1035760293296,2.9632306423121486,1163.6951596196966,0.5650482760019532,1330.875321216233,0.7430107248666433,1340.1035760293296,0.7616371422787991,1394.3762986081786,0.7348133030478317,1511.6050177485297,0.7926862123076055
21,244,13,0.7464223987139764,3,1059.27,checkout_abandonment,netbanking,insufficient_funds,0,7.633478725396522,0.7146330978398887,0.5593720265014246,1,payment_update,0,0.0,,668.1371621296763,0.6432968763056233,679.9463900366502,0.7483256912191699,813.2497895821507,0.7840968254122387,817.7668705173442,0.7841174075755913,787.5758779102617,0.8288985637913905
46,1232,6,0.7287818483273161,2,1590.71,checkout_abandonment,netbanking,expired_card,1,2.6230970371924176,0.45193336858422206,0.8311029489833028,1,payment_update,1,1233.9974822941883,0.7556146129965695,896.9792021448814,0.5658513776479885,981.2754782758265,0.6824262822866994,1233.9974822941883,0.8122877641255086,1006.8656125432763,0.7053947427736545,1187.0456964574337,0.7829541858628818
35,141,7,0.8379547974971487,1,1638.16,checkout_abandonment,wallet,technical_failure,2,17.447640958754175,0.5748475681494859,0.718584149515031,1,payment_update,1,1112.7029260451725,8.89281440538533,881.5328471535428,0.5400860608870655,1069.349099514451,0.7232597563674986,1112.7029260451725,0.7028046102701758,1099.4295462201096,0.6925112036697046,1229.3021736040178,0.7632493036704308
43,592,15,0.7464729663305162,4,8852.84,payment_failure,wallet,insufficient_funds,0,15.162026188313924,0.586177253678828,0.7816950471432681,1,retry,1,6562.724723904599,10.645594806743956,5540.738279514266,0.643066266225155,6562.724723904599,0.7481363978873334,6651.074524770338,0.7839266682971494,6380.953122607729,0.7762351312017768,6688.765511920205,0.8357896621100123
61,666,10,0.7004061828177839,3,487.8,payment_failure,upi,expired_card,1,6.272442005053021,0.7406448123619747,0.4757226101469912,1,payment_update,1,379.1610749582382,12.480785496358887,249.01982463555484,0.5583763291831921,341.5339395284323,0.7180025443244349,379.1610749582382,0.8076131630175636,342.343181517517,0.7198667511923572,347.0181358795093,0.7680009248185655
51,161,7,0.7680340339795185,2,1414.45,overdue_invoice,upi,technical_failure,2,1.7204250486207346,0.676969988847722,0.9239396490340296,1,personalized_offer,1,1024.2267882136402,13.932580581848892,759.7902958124561,0.5996653761193773,1092.2354829264584,0.8028291058638249,1056.2098060736355,0.7510221177317377,992.4011131844852,0.7843181831194647,1024.2267882136402,0.821528527483416
27,14,14,0.5346576310338326,7,2399.95,checkout_abandonment,upi,bank_decline,2,0.11493018767068847,0.7024389246662247,0.458779927124469,0,no_action,1,780.2292972095883,6.830668118423388,780.2292972095883,0.3417701654980358,1146.05809035067,0.5111442334418088,1061.4389696556675,0.5111442334418088,1108.9910879635622,0.5101081079118954,1190.2881083167804,0.5717091753724635
53,228,17,0.5071639591046141,8,5515.93,payment_failure,card,authentication_failure,0,4.320206238780949,0.8005120963901088,0.6468117536078719,1,personalized_offer,0,0.0,,2795.228854597287,0.5957708064470589,3481.569720950138,0.7084512485737152,3556.4915700723955,0.7479811728973562,3692.4487723220686,0.7536274350533321,4165.62313110204,0.8079512292318985
31,24,12,0.9446987872904404,1,936.16,checkout_abandonment,card,insufficient_funds,1,4.623904363279336,0.6176189017752489,0.8016664777135569,0,payment_update,1,671.1789828001015,1.037506500574845,478.55860143963554,0.6008750567886383,639.7920615507468,0.7128185209263834,671.1789828001015,0.7519636192179121,611.8451279416437,0.7455995629163492,733.8056102684393,0.8123060967093022
48,1156,14,0.7993342654868405,3,513.34,overdue_invoice,upi,technical_failure,0,13.520133583822412,0.4100127386175877,0.7298484685107751,1,payment_update,1,359.01996858850737,58.28530772105904,305.43622499248,0.6097417825394845,376.7275582266671,0.8094170777370125,359.01996858850737,0.7588210782519844,375.4835908761364,0.7755172575545936,408.311076329499,0.8039504419007937
32,1535,9,0.9098838035803614,1,1271.77,subscription_failure,netbanking,expired_card,2,8.951930684515988,0.5717604040141918,0.49851965546168403,1,no_action,1,607.4227930091333,3.3386995816533056,607.4227930091333,0.5346460402363024,813.8719195528832,0.6544836413533324,1014.5121126834382,0.8232911731650111,822.8398865923866,0.6875999757167469,865.7960238696915,0.7426413497892669
25,665,15,0.7278327909521702,4,1123.96,checkout_abandonment,upi,insufficient_funds,4,4.8774522170895525,0.7169226736065771,0.3440292295046308,1,retry,0,0.0,,348.1277244083171,0.35525559033319176,562.8805678568918,0.5259724840173907,568.3613323055209,0.5259724840173907,533.3054856216207,0.5262025898410719,561.5309954896214,0.5760727325169706
31,649,14,0.9276763300521459,1,370.39,payment_failure,card,expired_card,0,3.606452555395804,0.8229638783515475,0.43373569130981304,1,payment_update,1,328.510928667772,9.144237739132722,263.3804247054834,0.7147361035938975,255.7520356043228,0.8051029496128171,328.510928667772,0.8926881942906224,298.0168578316698,0.8397724596966748,293.18377600975884,0.8686280185718449
